FIELD1,FIELD2,FIELD3
TTDM,5618,J
ACT,1139,I
ASM,1273,G
BFS,1400,G
BFS,1401,H
BLTDM,1557,C
BLTDM,1558,C
BTDM,2020,E
BTDM,2021,E
EFB,1646,D
EFB,1647,D
EIB,1737,B
EIB,1738,B
EIB,1739,B
EIB,1740,C
EIB,1741,C
EIP,1899,H
EIP,1900,H
EIP,1901,H
EIP,1902,F
EIP,1903,F
EIP,1904,F
ESB,2203,D
FMP,2400,C
FMP,2401,C
FMS,2349,E
FMS,2350,D
FTDM,2500,I
FTDM,2501,I
FTDM,2502,J
FTDM,2503,J
GRIT,2636,B
GRIT,2637,B
GRIT,2638,B
GRIT,2639,B
GRIT,2640,B
HTDM,3110,H
HTDM,3111,H
HTOR,2721,C
HTOR,2722,C
HTOR,2723,C
IBP,2920,E
IBP,2921,E
IBP,2922,F
IBP,2923,F
LDA,1022,
LDA,1023,
LDA,1024,
MCS,3436,E
MTDM,3577,J
MTDM,3578,J
MTDM,3579,G
MTDM,3580,G
PFL,4041,F
PHT,4306,G
PMK,4439,E
RFSM,4708,G
RMS,4832,D
SEOR,3205,E
TTDM,5473,B
TTDM,5474,B
SEM,4965,F
STDM,5133,A
STDM,5134,A
BSM,1939,I
BFS,1463,D
BLTDM,1715,B
BLTDM,1716,B
BTDM,2184,C
BTDM,2185,C
BTDM,2186,D
BTDM,2187,D
EIP,2037,D
EIP,2038,D
FMS,2417,F
FTDM,2652,J
FTDM,2653,J
FTDM,2654,G
FTDM,2655,G
GRIT,2679,A
GRIT,2680,A
GRIT,2681,A
HLM,2889,D
HRM,3037,F
HTDM,3276,C
HTDM,3277,C
HTDM,3278,D
HTDM,3279,D
HTDM,3280,A
HTDM,3281,A
MCS,3498,B
MTDM,3753,B
MTDM,3754,B
MTDM,3755,I
MTDM,3756,I
PBM,3969,G
PBM,3970,H
PFL,4098,H
PHT,4374,J
PHT,4375,I
PMK,4497,H
PSE,3175,B
QSRM,4640,H
RFSM,4777,J
RMS,4884,C
RMS,4885,B
SEPP,3374,A
SEPP,3375,A
STDM,5275,B
STDM,5276,B
STDM,5277,I
STDM,5278,I
TTDM,5637,J
TTDM,5638,J
TTDM,5639,G
TTDM,5640,G
TTDM,5641,H
TTDM,5642,H
BTDM,2324,C
BTDM,2325,C
FTDM,2798,E
FTDM,2799,E
MCS,3550,I
PFL,4154,I
PFN,4285,J
BLTDM,1843,E
BLTDM,1844,E
PMK,4555,K
RFSM,4818,G
FTDM,2612,J
FTDM,2613,J
PBM,3946,F
AAM,1054,A
ACT,1183,C
ACT,1184,A
ADC,1065,C
BFS,1439,C
BLTDM,1665,F
BLTDM,1666,F
BSM,1914,F
EIP,1969,E
ESB,2225,A
FTDM,2598,E
FTDM,2599,E
HLM,2867,D
HRM,3009,K
HRM,3010,B
HTOR,2770,F
IBP,2974,A
IBP,2975,A
LDA,1083,
PBM,3940,K
PFN,4209,K
PHT,4349,F
PMK,4481,A
QSRM,4621,K
RFSM,4751,F
SEM,4993,B
STDM,5207,F
STDM,5208,F
AAM,1069,G
ACT,1199,H
ACT,1200,G
ASM,1327,F
BFS,1454,G
BFS,1455,F
BSM,1924,F
BSM,1925,E
BTDM,2158,H
BTDM,2159,H
BTDM,2160,E
BTDM,2161,E
EIB,1818,F
EIB,1819,F
EIP,2011,B
FMS,2407,G
FTDM,2632,J
FTDM,2633,J
HLM,2877,D
HLM,2878,A
HRM,3028,H
HRM,3029,I
HTDM,3256,C
HTDM,3257,C
MCS,3492,F
MTDM,3721,H
MTDM,3722,H
MTDM,3723,E
MTDM,3724,E
PBM,3961,J
PFL,4092,C
PFN,4225,E
PFN,4226,F
PHT,4366,B
PHT,4367,C
PMK,4492,D
PMK,4493,A
RFSM,4768,B
RFSM,4769,C
RMS,4879,G
STDM,5253,A
STDM,5254,A
TTDM,5621,H
TTDM,5622,H
HTDM,3228,G
HTDM,3229,G
MTDM,3693,B
MTDM,3694,B
PBM,3945,E
TTDM,5589,D
TTDM,5590,D
BFS,1448,K
BLTDM,1681,D
BLTDM,1682,D
BSM,1918,J
BTDM,2136,G
BTDM,2137,G
BTDM,2138,H
BTDM,2139,H
FMS,2398,I
FTDM,2620,F
FTDM,2621,F
HLM,2869,F
HTDM,3234,F
HTDM,3235,F
HTDM,3236,C
HTDM,3237,C
MTDM,3703,E
MTDM,3704,E
MTDM,3705,F
MTDM,3706,F
PHT,4357,A
QSRM,4629,H
SEM,5000,H
SEM,5001,I
STDM,5227,F
STDM,5228,F
TTDM,5601,H
TTDM,5602,H
TTDM,5603,E
TTDM,5604,E
ADC,1164,G
ADC,1165,G
ADC,1166,G
ASM,1368,A
BFS,1507,D
FMS,2454,J
FTDM,2776,H
FTDM,2777,H
HTOR,2842,F
HTOR,2843,F
LDA,1197,
SEM,5061,A
STDM,5389,C
STDM,5390,C
TTDM,5753,B
TTDM,5754,B
BSM,1923,D
LDA,1109,
LDA,1110,
RFSM,4766,J
SEM,5007,D
BSM,1956,D
BTDM,2252,I
BTDM,2253,I
MTDM,3809,D
MTDM,3810,D
HLM,2830,K
MTDM,3607,C
MTDM,3608,C
RFSM,4717,E
AAM,1125,H
ACT,1254,G
ASM,1382,F
ASM,1383,G
BFS,1516,C
BFS,1517,A
BLTDM,1845,F
BLTDM,1846,F
BLTDM,1847,G
BLTDM,1848,G
BMOR,1338,F
BMOR,1339,F
BMOR,1340,F
BSM,1987,C
BTDM,2326,D
BTDM,2327,D
CMP,1532,D
CMP,1533,D
EIP,2129,F
EIP,2130,F
ESB,2271,C
FMS,2464,J
FMS,2465,I
FTDM,2800,F
FTDM,2801,F
HLM,2941,B
HRM,3078,A
HRM,3079,D
HTDM,3410,H
HTDM,3411,H
HTDM,3412,E
HTDM,3413,E
MCS,3551,J
PBM,4024,E
PFL,4155,J
PFL,4156,K
PFN,4286,K
PFN,4287,B
PHT,4424,D
PMK,4556,C
PMK,4557,B
QSRM,4690,D
QSRM,4691,A
RFSM,4819,H
SEM,5069,B
SEM,5070,K
STDM,5423,H
STDM,5424,H
TTDM,5777,J
TTDM,5778,J
ACT,1151,A
ADC,1030,B
ADC,1031,B
ADC,1032,F
ADC,1033,F
BMOR,1210,E
BMOR,1211,E
BMOR,1212,C
BMOR,1213,C
BOR,1355,B
BOR,1356,B
BOR,1357,B
BOR,1358,A
BOR,1359,A
BOR,1360,A
CMP,1456,D
CMP,1457,D
CMP,1458,D
CMP,1459,A
CMP,1460,A
CSP,1550,A
CSP,1551,A
EFB,1652,D
EFB,1653,D
EFB,1654,D
EFB,1655,A
EFB,1656,A
EIB,1752,A
EIB,1753,A
EIB,1754,B
EIB,1755,B
EIP,1920,C
EIP,1921,C
EIP,1922,D
EPP,2142,A
EPP,2143,A
EPP,2144,A
ESB,2208,C
FCE,2279,B
FMP,2417,A
FMP,2418,A
FMP,2419,A
FOR,2557,C
FOR,2558,C
FTDM,2528,B
FTDM,2529,B
GRIT,2642,B
GRIT,2643,B
GRIT,2644,B
GRIT,2645,A
GRIT,2646,A
GRIT,2647,A
HLM,2831,B
HTDM,3136,C
HTDM,3137,C
HTDM,3138,D
HTDM,3139,D
HTOR,2736,D
HTOR,2737,D
HTOR,2738,D
HTOR,2739,A
HTOR,2740,A
IBP,2934,E
IBP,2935,E
IBP,2936,F
IBP,2937,F
IBP,2938,F
PBM,3911,D
PFL,4050,D
SEOR,3214,B
SEOR,3215,B
SEPP,3325,B
SEPP,3326,B
SEPP,3327,D
SEPP,3328,D
STDM,5135,B
STDM,5136,B
AAM,1024,G
ACT,1152,F
ACT,1153,E
ACT,1154,D
ASM,1281,F
ASM,1282,D
ASM,1283,E
BFS,1405,B
BFS,1406,C
BFS,1407,D
BFS,1408,A
BLTDM,1587,G
BLTDM,1588,G
BLTDM,1589,H
BLTDM,1590,H
BLTDM,1591,I
BLTDM,1592,I
BLTDM,1593,J
BLTDM,1594,J
BSM,1884,I
BSM,1885,J
BTDM,2046,D
BTDM,2047,D
BTDM,2048,A
BTDM,2049,A
BTDM,2050,B
BTDM,2051,B
CMP,1461,B
CMP,1462,B
CMP,1463,B
EIB,1756,G
EIB,1757,G
EIP,1923,F
EIP,1924,F
EPP,2145,A
EPP,2146,A
ESB,2209,F
FMP,2420,B
FMP,2421,B
FMS,2362,F
FTDM,2530,I
FTDM,2531,I
FTDM,2532,J
FTDM,2533,J
HLM,2832,C
HLM,2833,A
HLM,2834,D
HRM,2976,B
HRM,2977,C
HRM,2978,K
HTDM,3140,A
HTDM,3141,A
HTDM,3142,B
HTDM,3143,B
HTOR,2741,B
HTOR,2742,G
HTOR,2743,G
MCS,3447,H
MCS,3448,G
MCS,3449,E
MCS,3450,F
MTDM,3609,D
MTDM,3610,D
MTDM,3611,A
MTDM,3612,A
MTDM,3613,B
MTDM,3614,B
PBM,3912,F
PBM,3913,E
PFL,4051,G
PFL,4052,E
PFL,4053,F
PFN,4178,F
PFN,4179,E
PFN,4180,I
PFN,4181,K
PFN,4182,D
PHT,4314,D
PHT,4315,E
PHT,4316,F
PMK,4449,F
PMK,4450,E
PMK,4451,D
QSRM,4585,I
QSRM,4586,J
QSRM,4587,H
RFSM,4718,F
RMS,4838,E
RMS,4839,B
RMS,4840,F
SEM,4966,E
STDM,5137,I
STDM,5138,I
TTDM,5499,G
TTDM,5500,G
TTDM,5501,H
TTDM,5502,H
TTDM,5503,E
TTDM,5504,E
AAM,1075,C
BSM,1935,E
FTDM,2670,I
FTDM,2671,I
HLM,2894,I
MCS,3503,F
QSRM,4646,A
STDM,5301,G
STDM,5302,G
TTDM,5653,B
TTDM,5654,B
AAM,1060,I
ADC,1077,G
ADC,1078,G
ASM,1318,H
BFS,1449,B
EIP,1988,H
EIP,1989,H
EIP,1990,I
EIP,1991,I
FMP,2453,B
FOR,2574,A
FOR,2575,A
HTDM,3238,D
HTDM,3239,D
IBP,2983,C
IBP,2984,C
IBP,2985,D
LDA,1097,
LDA,1098,
MTDM,3707,C
MTDM,3708,C
PFN,4215,F
RFSM,4758,C
SEPP,3354,D
STDM,5229,C
STDM,5230,C
AAM,1122,E
ACT,1248,B
ASM,1373,H
ASM,1374,I
BLTDM,1823,E
BLTDM,1824,E
BLTDM,1825,F
BLTDM,1826,F
BMOR,1333,D
BMOR,1334,D
BTDM,2308,A
BTDM,2309,A
EIB,1860,F
EIB,1861,F
EIB,1862,E
EIP,2120,I
ESB,2266,C
FTDM,2790,I
FTDM,2791,I
HRM,3073,I
HTOR,2848,E
HTOR,2849,E
HTOR,2850,A
HTOR,2851,A
LDA,1203,
MCS,3543,C
MTDM,3863,E
MTDM,3864,E
PFN,4279,D
PFN,4280,E
PHT,4414,E
PMK,4547,A
QSRM,4684,H
RFSM,4813,C
RFSM,4814,A
RMS,4929,C
STDM,5401,G
STDM,5402,G
ACT,1215,J
ASM,1332,K
BFS,1468,I
BOR,1398,B
BOR,1399,B
BTDM,2206,D
BTDM,2207,D
EIP,2043,G
EIP,2044,G
EIP,2045,G
FCE,2295,A
HRM,3042,K
IBP,3007,E
IBP,3008,E
LDA,1137,
LDA,1138,
PFL,4103,C
PFN,4237,F
PMK,4503,A
QSRM,4647,D
RMS,4888,E
TTDM,5655,I
TTDM,5656,I
BTDM,2188,A
BTDM,2189,A
FTDM,2656,H
FTDM,2657,H
MCS,3499,C
PBM,3971,I
QSRM,4641,I
RFSM,4778,K
STDM,5279,J
STDM,5280,J
TTDM,5643,E
TTDM,5644,E
BMOR,1257,F
BMOR,1258,F
BMOR,1259,A
BMOR,1260,A
BMOR,1261,A
BOR,1377,B
BOR,1378,B
BOR,1379,A
BOR,1380,A
BOR,1381,A
CMP,1487,A
CMP,1488,A
CSP,1566,D
CSP,1567,D
EIP,1982,B
EIP,1983,B
EIP,1984,B
EIP,1985,G
EIP,1986,G
EIP,1987,G
FMP,2447,A
FMP,2448,A
FMP,2449,A
HTOR,2775,G
HTOR,2776,G
HTOR,2777,C
HTOR,2778,C
HTOR,2779,C
LDA,1093,
LDA,1094,
PHT,4355,B
PMK,4486,H
PRP,3117,A
PRP,3118,A
QSRM,4627,F
RMS,4871,J
AAM,1090,F
BFS,1480,J
EIP,2071,B
EIP,2072,B
EIP,2073,B
FTDM,2716,H
FTDM,2717,H
GRIT,2688,A
GRIT,2689,A
HLM,2909,C
LDA,1157,
PBM,3989,E
PFL,4117,E
PFN,4252,J
PMK,4518,G
SEPP,3387,D
AAM,1041,B
AAM,1042,C
ACT,1166,G
ASM,1295,G
ASM,1296,H
BFS,1420,E
BLTDM,1625,F
BLTDM,1626,F
BSM,1899,C
BSM,1900,A
FMS,2374,G
FTDM,2562,C
FTDM,2563,C
HRM,2990,A
HTDM,3178,D
HTDM,3179,D
LDA,1061,
LDA,1062,
MCS,3463,J
MTDM,3645,F
MTDM,3646,F
PBM,3928,J
PFL,4063,F
PFN,4193,F
PFN,4194,G
PHT,4331,J
PHT,4332,K
PMK,4466,J
QSRM,4600,B
QSRM,4601,C
RFSM,4733,J
RMS,4852,C
SEM,4977,G
STDM,5165,E
STDM,5166,E
TTDM,5537,J
TTDM,5538,J
AAM,1074,B
ACT,1211,D
BFS,1466,G
BLTDM,1721,D
BLTDM,1722,D
BLTDM,1723,E
BLTDM,1724,E
BTDM,2198,H
BTDM,2199,H
BTDM,2200,E
BTDM,2201,E
FMS,2418,G
FTDM,2662,C
FTDM,2663,C
FTDM,2664,D
FTDM,2665,D
HLM,2891,F
HTDM,3290,H
HTDM,3291,H
MCS,3500,A
PBM,3974,B
PFL,4101,K
PFN,4234,A
PHT,4376,K
PMK,4501,B
STDM,5291,D
STDM,5292,D
BLTDM,1633,J
BLTDM,1634,J
HLM,2849,H
HTDM,3182,B
HTDM,3183,B
LEP,3062,A
LEP,3063,A
LEP,3064,A
SEM,4978,H
ASM,1351,H
BFS,1489,H
BFS,1490,I
BLTDM,1775,I
BLTDM,1776,I
BSM,1959,G
BTDM,2260,E
BTDM,2261,E
CMP,1517,C
CMP,1518,C
CMP,1519,C
EIB,1848,F
EIP,2091,B
ESB,2253,B
FTDM,2732,J
FTDM,2733,J
HTDM,3350,H
HTDM,3351,H
LDA,1171,
LDA,1172,
MCS,3523,D
PBM,3998,A
PFL,4124,B
SEM,5041,E
STDM,5353,A
STDM,5354,A
TTDM,5707,C
TTDM,5708,C
ACT,1193,B
BLTDM,1683,E
BLTDM,1684,E
EIP,1995,E
EIP,1996,E
EIP,1997,E
FMS,2400,K
FOR,2576,B
HRM,3020,K
MCS,3487,B
PBM,3950,J
PFN,4216,G
PHT,4358,D
PRP,3119,B
PRP,3120,B
RMS,4874,C
SEOR,3247,A
ADC,1073,B
ADC,1074,B
BMOR,1249,E
BMOR,1250,E
BMOR,1251,E
BMOR,1252,G
BMOR,1253,G
BMOR,1254,G
BOR,1376,D
BTDM,2134,J
BTDM,2135,J
EIP,1978,I
EIP,1979,I
EIP,1980,G
EIP,1981,G
EPP,2151,A
EPP,2152,A
ESB,2227,C
FMP,2444,A
FMP,2445,A
FMS,2395,F
FTDM,2614,G
FTDM,2615,G
HTDM,3232,E
HTDM,3233,E
LDA,1091,
LDA,1092,
MTDM,3699,G
MTDM,3700,G
PBM,3947,G
PSE,3170,A
QSRM,4626,E
RFSM,4756,K
SEOR,3243,F
SEOR,3244,F
SEOR,3245,F
SEPP,3351,C
STDM,5225,E
STDM,5226,E
BLTDM,1675,B
BLTDM,1676,B
EFB,1682,C
LDA,1088,
PMK,4485,G
ADC,1062,A
ADC,1063,A
ADC,1064,A
BFS,1435,I
BLTDM,1653,J
BLTDM,1654,J
BSM,1911,A
BTDM,2112,I
BTDM,2113,I
FTDM,2588,B
FTDM,2589,B
HLM,2863,K
HTDM,3206,J
HTDM,3207,J
LDA,1080,
PBM,3938,I
RFSM,4746,B
STDM,5193,A
STDM,5194,A
AAM,1080,G
BFS,1472,C
BLTDM,1735,B
BLTDM,1736,B
BTDM,2214,J
BTDM,2215,J
FTDM,2684,D
FTDM,2685,D
HLM,2899,A
HTDM,3302,B
HTDM,3303,B
LDA,1140,
MTDM,3773,B
MTDM,3774,B
MTDM,3775,I
MTDM,3776,I
PFL,4107,F
PMK,4507,H
PMK,4508,G
SEM,5022,H
STDM,5305,E
STDM,5306,E
STDM,5307,F
STDM,5308,F
ACT,1205,C
ADC,1101,C
ESB,2234,C
FMP,2477,G
FMP,2478,G
FMP,2479,F
FMP,2480,F
FMP,2481,F
FOR,2584,A
GRIT,2668,B
GRIT,2669,B
HRM,3033,C
LDA,1117,
LDA,1118,
PMK,4495,F
HTDM,3416,C
HTDM,3417,C
LDA,1212,
PBM,4026,G
RMS,4936,I
EIP,2137,D
EIP,2138,D
EIP,2139,D
GRIT,2709,B
GRIT,2710,B
GRIT,2711,B
LDA,1214,
LDA,5786,
STDM,5427,F
STDM,5428,F
AAM,1046,F
ACT,1174,E
ACT,1175,D
ADC,1053,D
ADC,1054,D
ASM,1304,E
ASM,1305,F
BFS,1426,B
BFS,1427,K
BLTDM,1643,E
BLTDM,1644,E
BMOR,1234,A
BMOR,1235,A
BMOR,1236,A
BOR,1371,D
BSM,1905,J
BSM,1906,H
BSM,1907,I
BTDM,2096,G
BTDM,2097,G
BTDM,2098,H
BTDM,2099,H
BTDM,2100,E
BTDM,2101,E
CMP,1479,A
CMP,1480,A
CMP,1481,C
CMP,1482,C
CMP,1483,C
EFB,1671,D
EFB,1672,D
EFB,1673,D
EFB,1674,A
EFB,1675,A
EIB,1783,D
EIB,1784,D
EIB,1785,A
EIB,1786,A
EIP,1953,D
EIP,1954,C
EIP,1955,C
EIP,1956,C
ESB,2219,A
FCE,2287,A
FCE,2288,B
FLPP,2336,B
FLPP,2337,B
FMP,2430,D
FMP,2431,D
FMP,2432,D
FMP,2433,F
FMP,2434,F
FMS,2379,C
FMS,2380,B
FOR,2568,C
FOR,2569,C
FOR,2570,C
FTDM,2576,H
FTDM,2577,H
HLM,2855,A
HLM,2856,D
HRM,2995,I
HRM,2996,H
HTDM,3190,H
HTDM,3191,H
HTDM,3192,E
HTDM,3193,E
HTDM,3194,F
HTDM,3195,F
HTOR,2765,B
HTOR,2766,B
HTOR,2767,B
HTOR,2768,D
HTOR,2769,D
HTPS,2881,A
IBP,2961,B
IBP,2962,B
IBP,2963,B
IBP,2964,E
LDA,1074,
LEP,3065,B
LEP,3066,B
LEP,3067,B
MCS,3469,F
MCS,3470,E
MTDM,3659,G
MTDM,3660,G
MTDM,3661,H
MTDM,3662,H
PBM,3934,E
PFL,4070,C
PFN,4199,C
PFN,4200,A
PFN,4201,B
PHT,4339,G
PHT,4340,H
PHT,4341,I
PSE,3166,A
PSE,3167,B
RFSM,4739,F
RFSM,4740,E
RFSM,4741,G
RMS,4854,D
RMS,4855,E
SEM,4982,B
SEM,4983,C
SEOR,3236,A
SEPP,3344,A
STDM,5179,J
STDM,5180,J
STDM,5181,G
STDM,5182,G
STDM,5183,H
STDM,5184,H
TTDM,5553,B
TTDM,5554,B
TTDM,5555,I
TTDM,5556,I
AAM,1112,F
FMS,2449,E
SEM,5056,I
BMOR,1346,F
BMOR,1347,F
BMOR,1348,F
BTDM,2328,A
BTDM,2329,A
CSP,1622,D
CSP,1623,D
FMS,2467,B
FOR,2625,C
FOR,2626,C
FTDM,2804,D
FTDM,2805,D
HLM,2943,A
HLM,2944,C
HTDM,3418,D
HTDM,3419,D
MTDM,3883,E
MTDM,3884,E
PFN,4289,A
QSRM,4692,E
RMS,4937,J
SEM,5072,A
AAM,1127,K
AAM,1128,J
ACT,1256,I
ACT,1257,J
ADC,1192,B
ADC,1193,B
ASM,1385,I
BFS,1519,E
BFS,1520,F
BSM,1989,D
BSM,1990,E
BTDM,2330,B
BTDM,2331,B
BTDM,2332,I
BTDM,2333,I
FMS,2468,C
FMS,2469,A
FOR,2627,D
FOR,2628,D
FTDM,2806,A
FTDM,2807,A
FTDM,2808,B
FTDM,2809,B
HLM,2945,I
HLM,2946,J
HRM,3080,E
HRM,3081,F
MCS,3553,B
MTDM,3885,F
MTDM,3886,F
PBM,4027,H
PFL,4157,B
PFN,4290,E
PFN,4291,D
RMS,4938,K
SEM,5073,E
SEM,5074,D
SEOR,3311,F
SEOR,3312,F
SEPP,3416,D
SEPP,3417,C
STDM,5429,C
STDM,5430,C
TTDM,5779,G
TTDM,5780,G
TTDM,5781,H
TTDM,5782,H
BLTDM,1631,I
BLTDM,1632,I
EIP,1941,H
EIP,1942,H
FTDM,2566,A
FTDM,2567,A
LDA,1064,
LDA,1065,
PMK,4499,J
TTDM,5649,D
TTDM,5650,D
AAM,1050,J
BFS,1431,E
BTDM,2106,D
BTDM,2107,D
FMS,2386,H
HLM,2860,H
HRM,2999,B
HTDM,3196,C
HTDM,3197,C
MCS,3475,K
PBM,3936,G
QSRM,4611,B
RFSM,4743,I
ADC,1027,A
ADC,1028,A
ADC,1029,A
ASM,1279,C
BFS,1403,J
EIP,1919,H
FMS,2360,D
LDA,1041,
LDA,1042,
PSE,3161,B
SEOR,3211,D
SEOR,3212,D
SEOR,3213,D
AAM,1047,G
AAM,1048,H
AAM,1049,I
ACT,1177,H
ACT,1178,G
ASM,1306,G
ASM,1307,I
ASM,1308,H
BFS,1428,C
BFS,1429,A
BFS,1430,D
BLTDM,1645,F
BLTDM,1646,F
BSM,1908,K
BSM,1909,B
BTDM,2104,C
BTDM,2105,C
FMS,2382,E
FMS,2383,F
FMS,2384,D
FMS,2385,G
FTDM,2578,E
FTDM,2579,E
FTDM,2580,F
FTDM,2581,F
HLM,2858,F
HLM,2859,G
HRM,2997,K
HRM,2998,J
MCS,3472,J
MCS,3473,H
MCS,3474,I
MTDM,3663,E
MTDM,3664,E
PBM,3935,F
PFL,4071,D
PFL,4072,A
PFN,4202,E
PFN,4203,D
PHT,4343,B
PHT,4344,K
PMK,4471,D
PMK,4472,G
PMK,4473,E
PMK,4474,F
QSRM,4608,K
QSRM,4609,J
QSRM,4610,I
RFSM,4742,H
RMS,4856,H
RMS,4857,G
RMS,4858,F
SEM,4985,E
SEM,4986,D
STDM,5185,E
STDM,5186,E
TTDM,5559,G
TTDM,5560,G
TTDM,5561,H
TTDM,5562,H
BFS,1467,H
HRM,3041,J
PBM,3976,A
BMOR,1243,B
BMOR,1244,B
BMOR,1245,B
BTDM,2122,F
BTDM,2123,F
EIP,1974,A
EIP,1975,A
STDM,5211,D
STDM,5212,D
AAM,1098,A
BLTDM,1773,J
BLTDM,1774,J
BTDM,2258,H
BTDM,2259,H
CSP,1605,A
CSP,1606,A
FTDM,2730,I
FTDM,2731,I
HRM,3057,D
PFN,4261,H
SEM,5040,D
STDM,5351,D
STDM,5352,D
TTDM,5705,F
TTDM,5706,F
BLTDM,1851,I
BLTDM,1852,I
BMOR,1349,D
HTDM,3420,A
HTDM,3421,A
MCS,3554,C
MTDM,3887,C
MTDM,3888,C
STDM,5431,D
STDM,5432,D
AAM,1027,C
AAM,1028,K
AAM,1029,B
AAM,1030,D
ACT,1155,H
ACT,1156,G
ADC,1034,E
ADC,1035,E
ADC,1036,E
ASM,1284,G
ASM,1285,J
ASM,1286,H
ASM,1287,I
BFS,1409,F
BFS,1410,G
BFS,1411,E
BFS,1412,H
BLTDM,1595,B
BLTDM,1596,B
BSM,1887,B
BSM,1888,C
BTDM,2056,G
BTDM,2057,G
BTDM,2058,H
BTDM,2059,H
BTDM,2060,E
BTDM,2061,E
ESB,2210,E
ESB,2211,A
FCE,2280,A
FCE,2281,B
FMS,2363,G
FMS,2364,H
FOR,2559,D
FOR,2560,D
FTDM,2536,H
FTDM,2537,H
FTDM,2538,E
FTDM,2539,E
HLM,2836,H
HLM,2837,F
HLM,2838,G
HRM,2980,D
HRM,2981,E
HRM,2982,F
HTDM,3144,I
HTDM,3145,I
HTDM,3146,J
HTDM,3147,J
HTDM,3148,G
HTDM,3149,G
HTPS,2876,B
HTPS,2877,A
IBP,2939,C
IBP,2940,D
IBP,2941,D
MCS,3452,B
MCS,3453,J
MCS,3454,K
PBM,3914,I
PBM,3915,K
PBM,3916,G
PBM,3917,J
PBM,3918,H
PFL,4054,I
PFL,4055,H
PFN,4183,J
PFN,4184,H
PFN,4185,G
PFN,4186,I
PFN,4187,K
PHT,4318,I
PHT,4319,H
PHT,4320,B
PHT,4321,K
PHT,4322,J
PMK,4453,I
PMK,4454,K
PMK,4455,J
PMK,4456,H
PSE,3163,B
QSRM,4588,K
QSRM,4589,B
QSRM,4590,C
RFSM,4719,J
RFSM,4720,I
RFSM,4721,G
RFSM,4722,K
RFSM,4723,H
RMS,4841,C
SEM,4968,A
SEM,4969,B
SEM,4970,C
SEPP,3329,C
STDM,5139,J
STDM,5140,J
TTDM,5507,C
TTDM,5508,C
TTDM,5509,D
TTDM,5510,D
ACT,1195,A
ASM,1324,A
BLTDM,1689,H
BLTDM,1690,H
BOR,1384,B
BOR,1385,B
BOR,1386,B
BSM,1921,C
BSM,1922,A
BTDM,2152,I
BTDM,2153,I
EIB,1812,D
EIB,1813,D
EIB,1814,D
EIB,1815,C
EIB,1816,C
EIB,1817,C
EIP,2007,F
EIP,2008,F
EIP,2009,D
EIP,2010,D
ESB,2232,E
FCE,2289,A
FMP,2467,B
FMS,2403,A
GRIT,2666,B
GRIT,2667,A
HLM,2874,K
HRM,3025,E
HRM,3026,F
HTDM,3252,E
HTDM,3253,E
IBP,2997,F
IBP,2998,F
LDA,1103,
MCS,3490,D
MTDM,3719,G
MTDM,3720,G
PBM,3959,H
PHT,4364,J
PMK,4489,K
RFSM,4762,G
RFSM,4763,F
RMS,4878,F
SEM,5005,C
SEM,5006,A
STDM,5245,E
STDM,5246,E
STDM,5247,F
STDM,5248,F
AAM,1025,E
AAM,1026,F
BSM,1886,K
BTDM,2052,I
BTDM,2053,I
BTDM,2054,J
BTDM,2055,J
FTDM,2534,G
FTDM,2535,G
HLM,2835,E
HRM,2979,A
LDA,1047,
LDA,1048,
MCS,3451,I
MTDM,3615,I
MTDM,3616,I
MTDM,3617,J
MTDM,3618,J
PHT,4317,G
PMK,4452,G
SEM,4967,D
TTDM,5505,F
TTDM,5506,F
ACT,1230,E
ADC,1143,C
ADC,1144,C
ASM,1352,I
EIB,1849,D
EIB,1850,B
EIB,1851,B
EIB,1852,B
EIP,2094,C
EIP,2095,C
EIP,2096,C
EIP,2097,G
EIP,2098,G
EIP,2099,G
ESB,2255,F
ESB,2256,E
FCE,2304,A
FCE,2305,B
FMP,2511,B
FMP,2512,A
FMP,2513,A
FMS,2438,E
HTDM,3352,E
HTDM,3353,E
HTOR,2835,C
HTOR,2836,C
HTOR,2837,C
HTPS,2893,A
HTPS,2894,B
MCS,3524,E
PFL,4125,C
PMK,4524,C
PRP,3136,A
PRP,3137,A
PRP,3138,A
QSRM,4665,K
RMS,4911,F
SEM,5042,F
SEPP,3396,A
SEPP,3397,A
TTDM,5709,D
TTDM,5710,D
ACT,1225,K
BOR,1418,D
BTDM,2232,I
BTDM,2233,I
EIP,2067,D
EIP,2068,D
FTDM,2714,G
FTDM,2715,G
LDA,1155,
LDA,1156,
RFSM,4789,K
STDM,5331,D
STDM,5332,D
TTDM,5687,C
TTDM,5688,C
HTDM,3328,G
HTDM,3329,G
LDA,1153,
LDA,1154,
LDA,5787,
LDA,5788,
ASM,1274,H
BLTDM,1559,A
BLTDM,1560,A
BLTDM,1561,D
BLTDM,1562,D
BLTDM,1563,E
BLTDM,1564,E
BSM,1871,G
BSM,1872,H
BTDM,2022,F
BTDM,2023,F
BTDM,2024,C
BTDM,2025,C
BTDM,2026,D
BTDM,2027,D
FMS,2351,F
FTDM,2504,B
FTDM,2505,B
FTDM,2506,I
FTDM,2507,I
HRM,2965,K
HRM,2966,B
HTDM,3112,E
HTDM,3113,E
HTDM,3114,F
HTDM,3115,F
HTDM,3116,C
HTDM,3117,C
LDA,1025,
LDA,1026,
